word_length,language_afroasiatic,language_native_american,language_creoles,language_indo_european,language_east_asian,language_niger_congo,semcat_1,semcat_2,semcat_3,semcat_4,semcat_5,semcat_6,semcat_7,semcat_8,semcat_9,semcat_10,pos_noun,pos_verb,pos_adj,pos_adv,pos_int,result_count,result_songs,result_artists
5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,72,33,43
9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3
6,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,22,20,33
5,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,69,34,33
5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,75,36,49
5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3
4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,127,86,107
6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,3
8,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11,11,23
9,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,20,14,13
6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,3,3
9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,9,12
5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,2
6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,2
10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,3
10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11,2,4
11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,18,10,10
8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,5
7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,43,29,34
8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,141,80,87
9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,21,14,22
6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,23,18,23
8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,17,16,20
4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,52,20,34
6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,175,119,130
6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,78,61,65
6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11,10,10
8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,38,27,41
6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,71,44,59
9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,135,65,63
10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,33,28,36
10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12,5,6
4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,305,156,140
7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,20,14,24
7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,166,129,144
4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,378,173,188
12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,9
7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11,7,7
6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,17,24
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,48,24,40
5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,15,19
6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,62,35,59
7,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,3,3
8,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,1,1
4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,461,199,167
4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1532,884,434
9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14,4,4
4,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,71,26,45
5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,35,32,33
11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,14,13,20
10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1
8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,6,11
8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,61,34,61
6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,19,41
6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42,4,4
4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11,8,8
5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,20,10,7
4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,196,42,61
4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,155,77,82
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,28,12,16
12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,3
6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12,6,8
7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,36,25,52
8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6
6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,6
5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,8
5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,59,16,26
5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,1,1
5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,25,16,15
5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,37,12,12
5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,324,85,86
5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,99,53,63
5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,73,27,35
6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14,12,22
6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,25,23,48
8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,65,37,57
7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,273,163,177
8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,63,45,90
5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,6,8
5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,174,47,67
3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,706,303,160
8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,57,44,49
5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,6,12
6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,62,31,43
7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,84,33,40
7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,3,3
6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,71,53,59
4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,7,7
5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,33,32,40
6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16,13,19
8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11,11,14
7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,5
5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,103,60,55
6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,79,59,50
5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2010,832,331
8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,35,23,30
8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,6,11
6,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,260,159,149
7,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,38,30,40
6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,52,26,25
7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10,9,11
7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,147,100,94
8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,30,29,41
4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,102,60,90
5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,22,16,23
4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,114,74,108
5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8,8,17
8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,13,10,18
5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,9,12
5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,21,8,12
5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,46,17,24
6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,35,25,26
6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,35,25,50
5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,105,73,84
5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,7,6
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,12,18
7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,38,27,36
8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2
7,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,24,15,18
7,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,29,4,6
3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,687,294,214
4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,100,51,65
4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,14,5,4
4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,225,81,86
4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,86,20,23
3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1018,387,270
4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,115,54,83
4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,44,11,9
5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,29,14,17
6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,31,15,19
7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,32,18,21
5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,29,26,25
5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,404,262,217
4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,26,19,18
5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,613,361,231
4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,164,90,110
4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12,7,14
5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,34,26,28
6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,46,26,34
5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,113,71,89
7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,62,45,47
4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,293,120,125
5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,24,9,9
5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,60,43,57
5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,6,7
5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,20,20,23
6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,35,23,27
4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,449,279,253
5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,108,45,77
5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,141,48,61
7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,36,31,45
6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,49,19,44
6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,14,9,11
6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,206,75,88
6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,73,44,47
5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,3,5
4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10362,1732,563
7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,70,14,20
5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,11,7
4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,729,429,259
6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,24,22,27
10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,6,5,6
11,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,12,5,8
10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,43,22,19
4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,331,230,174
6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,283,215,162
7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,267,211,173
8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,438,324,277
3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6429,1337,497
4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,165,98,82
5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,26,19,24
3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,275,150,117
7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,173,98,78
5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,167,76,83
4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,84,27,27
6,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,17,7,9
7,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,46,12,14
6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,53,27,36
7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,20,17,20
2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,270,158,147
5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,796,281,193
6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,20,4,4
3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,156,59,65
5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,52,32,44
7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,6,9
4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,21,15,19
4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,277,121,123
5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,158,74,77
4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,464,285,198
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,56,29,35
4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2247,666,353
4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,3,4
6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,29,16,16
8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,17,5,6
6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,66,30,40
5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44,37,49
5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,15,13
2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,360,86,74
5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,344,209,222
7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11,10,16
6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,75,45,47
7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12,11,11
7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,71,55,52
7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,129,109,111
8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,103,83,84
4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,103,47,67
6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,87,26,39
9,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,24,31
5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,422,266,177
6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,45,31,35
5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,5,6
4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,32,17,15
5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,7,9
4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,418,291,228
5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,17,14,19
5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,147,110,134
6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,2
3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,330,179,167
4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,66,56,72
7,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,27,12,18
4,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,139,44,50
5,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,25,11,15
5,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,446,152,148
6,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,22,10,9
8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14,7,11
8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,53,29,35
9,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,28,13,7
6,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,56,1,1
8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,29,16,23
6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,106,28,29
3,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,33,19,28
8,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,26,14,26
6,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,35,30,48
4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,257,28,15
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,6
6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,881,534,322
7,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,37,27,48
6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,17,17,19
5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1464,826,451
6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,26,22,23
