word_length,language_afroasiatic,language_native_american,language_creoles,language_indo_european,language_east_asian,language_niger_congo,semcat_1,semcat_2,semcat_3,semcat_4,semcat_5,semcat_6,semcat_7,semcat_8,semcat_9,semcat_10,pos_noun,pos_verb,pos_adj,pos_adv,pos_int,result_count,result_songs,result_artists
5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,202,136,102
3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,405,237,191
4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,16,13,23
3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10,9,10
7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,38,35,34
5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,51,40,52
5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,43,21,33
4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,18,9,9
5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8,8,10
6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,18,10,16
7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,5,6
8,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,15,5,9
5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,15,12,14
6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,11,11,17
6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,45,38,50
4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,14,10,13
6,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,40,30,37
5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,5,7
4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10,5,6
5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13,8,11
8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,39,14,14
6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,4,7
7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,39,27,35
6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,17,13,24
3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,18,9,13
7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,11,7,26
8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,9,16
3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,54,37,44
3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,5
4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,2,2
3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,3,8
4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,3,3
3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,144,97,108
4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,2,2
5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,22,16,19
6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10,10,13
10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,2,2
10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,2
5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,7,9
4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,6
5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,280,181,142
4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,55,49,62
5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,145,67,82
6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,22,28
5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,13,22
6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,9,14
6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,61,40,58
10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,3
6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,84,23,24
11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2
7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,35,23,31
18,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,2
8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9,5,7
7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15,13,15
9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,3,5
5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,56,43,62
10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,3
6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,4,4
8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,18,13,29
4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16,11,15
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,10,13
5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,17,9,11
6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12,2,2
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,4,21
4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2034,932,437
7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16,8,11
6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,26,14,17
4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,147,88,93
6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15,7,11
6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,8,13
4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,96,49,63
5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,40,20,24
4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,316,171,159
5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,499,270,213
6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,46,29,39
7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,73,54,56
5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,61,24,27
6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,23,14,27
6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,11,17
5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13,8,11
6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,36,16,21
4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,4,5
5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,20,16,24
6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,20,14,18
5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,3,3
5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,13,4,5
6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,103,75,89
4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,182,123,131
4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,2
5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,4,5
10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,5
5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,194,152,146
6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,17,16,21
4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,18,18,23
5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,35,30,38
5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,9,32
5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,6,6,7
4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11,9,18
5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,16,15
7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1
9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7,7,8
3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,149,104,134
7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,1
6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,106,83,107
7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,82,65,79
9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,6,7
7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,18,12,13
8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,7,7
4,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,94,63,91
8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,20,19,19
4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,20,29
5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,48,38,48
4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,89,54,62
5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,33,30,53
5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,71,48,57
4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,20,6,8
4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10,2,3
5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,53,22,16
5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,32,18,16
4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,3,3
6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,4,6
5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,7,8
6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3,4
6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,24,18,17
10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2
11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,2,1
10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,8
6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,6,5
6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,8,17
7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,22,19,25
4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38,17,21
5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,39,27,30
5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,22,11,17
7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,6,8
8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,40,25,30
6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,131,82,106
9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19,1,1
3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,517,288,231
4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,189,52,62
10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,4,6
6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,17,10,16
7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,34,20,30
6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1046,425,279
7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,91,55,59
6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,42,34,46
7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,3,4
7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,23,14,15
9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,26,8,11
10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15,9,10
8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2
6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,44,30,29
5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,101,73,95
5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,21,17,19
10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,8,11
7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3
5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10,9,13
6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,24,11,18
5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,369,221,157
7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,53,40,51
7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11,11,18
6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11,3,4
8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,2,3
8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,275,103,114
5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,74,36,42
7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,50,44,56
6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,44,32,33
4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,5,5
8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,47,30,50
6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,481,300,251
7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,249,142,132
7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,163,110,113
8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,18,16,19
9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,45,5,11
4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,406,173,142
10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,9,16
3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,76,43,53
8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,19,19,19
8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,5,6
5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11,8,9
7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,8,8,10
5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,5,4
7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,27,15,17
8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,14,8,9
6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11,6,7
5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,14,14
5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,4,13
5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,9,6,8
10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2
6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,19,16,29
9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,6
6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,6
6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,17,8,11
6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,4
8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,3,4
6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,26,12,36
6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,52,12,18
8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10,2,2
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,5,6
9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,13,7,8
4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,12,10,10
8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,4,4
16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,18,9,11
7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,5
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,25,21,23
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,15,8,11
8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,25,16,21
6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,13
7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,7,13
4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,449,153,102
3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,211,109,93
7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,25,24,32
8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,94,61,66
12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,47,19,17
13,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,20,10,16
7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,20,10,16
5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,31,18,22
6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,77,37,50
5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12,8,15
4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,86,35,32
4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,251,98,83
5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10,4,6
5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,46,3,5
6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12,11,19
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,55,45,51
4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,7,11
5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,18,12,16
8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,13,11,19
7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,3,6
4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,309,154,181
6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,124,51,58
6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20,15,23
6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,146,114,97
4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,163,110,161
5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,17,12,18
5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,14,7,9
5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,201,83,109
5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,553,299,275
5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69,32,38
8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,3,3
6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,19,13,17
